Name,Location,Type,Religious Affiliation,Rating,Features
Attraction 1013,Mount Leban,Historical,None,9.8,"Street Food, Vegan Options, Traditional Dishes"
Attraction 1014,Mount Leban,Culinary,None,5.9,"Snow Activities, Ancient Ruins"
Attraction 1015,Tyre,Historical,Islam,8.4,"Snow Activities, Hiking"
Attraction 1016,Tyre,Historical,Christianity,5.5,"Roman Architecture, Hiking"
Attraction 1017,Tripoli,Historical,Christianity,8.6,"Street Food, Roman Architecture, Panoramic Views"
Attraction 1018,Sidon,Culinary,Islam,6.7,"Markets, Street Food, Panoramic Views, Vegan Options"
Attraction 1019,Tripoli,Nature,Christianity,8.4,"Roman Architecture, Ancient Ruins, Scenic Views"
Attraction 1020,Bsharri,Culinary,Islam,6.9,"Relaxing, Street Food, Cooking Classes, Local Cuisine"
Attraction 1021,Byblos,Nature,Christianity,5.7,"Snow Activities, Scenic Views, Hiking"
Attraction 1022,Bsharri,Nature,None,7.0,"Panoramic Views, Religious Sites, Cultural Experience"
Attraction 1023,Bsharri,Nature,Christianity,5.6,"Snow Activities, Relaxing"
Attraction 1024,Beirut,Historical,Islam,7.9,"Hiking, Historical Production, Religious Sites, Ancient Ruins"
Attraction 1025,Bsharri,Historical,Islam,5.2,"Markets, Scenic Views"
Attraction 1026,Tripoli,Nature,None,7.6,"Relaxing, Cooking Classes"
Attraction 1027,Baalbek,Nature,Islam,9.4,"Historical Production, Vegan Options"
Attraction 1028,Baalbek,Historical,Christianity,9.2,"Cooking Classes, Panoramic Views"
Attraction 1029,Tyre,Culinary,Christianity,9.4,"Historical Production, Cultural Experience"
Attraction 1030,Byblos,Nature,None,9.6,"Snow Activities, Cultural Experience"
Attraction 1031,Byblos,Culinary,Islam,5.5,"Snow Activities, Street Food, Cooking Classes, Local Cuisine"
Attraction 1032,Beirut,Historical,None,5.6,"Hiking, Panoramic Views, Roman Architecture, Scenic Views"
Attraction 1033,Tripoli,Nature,Christianity,7.8,"Cooking Classes, Markets, Local Cuisine, Hiking"
Attraction 1034,Tyre,Culinary,None,9.5,"Roman Architecture, Scenic Views"
Attraction 1035,Byblos,Culinary,Islam,9.9,"Markets, Historical Production"
Attraction 1036,Baalbek,Culinary,None,5.2,"Historical Production, Snow Activities, Hiking, Local Cuisine"
Attraction 1037,Bsharri,Historical,Islam,6.8,"Traditional Dishes, Street Food"
Attraction 1038,Bsharri,Historical,Islam,6.1,"Ancient Ruins, Street Food"
Attraction 1039,Tyre,Culinary,Christianity,8.8,"Relaxing, Scenic Views, Snow Activities"
Attraction 1040,Tripoli,Culinary,Christianity,8.2,"Beaches, Street Food"
Attraction 1041,Tripoli,Historical,Christianity,5.6,"Ancient Ruins, Relaxing, Roman Architecture, Street Food"
Attraction 1042,Sidon,Culinary,Islam,7.4,"Workshops, Scenic Views, Hiking, Roman Architecture"
Attraction 1043,North Leban,Culinary,None,8.4,"Cultural Experience, Markets, Relaxing"
Attraction 1044,Byblos,Historical,Islam,8.9,"Snow Activities, Vegan Options, Beaches"
Attraction 1045,Tripoli,Culinary,Christianity,5.1,"Snow Activities, Scenic Views, Relaxing, Traditional Dishes"
Attraction 1046,Baalbek,Culinary,Christianity,9.5,"Cultural Experience, Beaches, Markets, Local Cuisine"
Attraction 1047,Tyre,Culinary,None,7.8,"Hiking, Cooking Classes, Vegan Options"
Attraction 1048,Sidon,Historical,Christianity,9.1,"Religious Sites, Scenic Views, Panoramic Views, Beaches"
Attraction 1049,Mount Leban,Culinary,Christianity,9.0,"Traditional Dishes, Relaxing, Roman Architecture, Beaches"
Attraction 1050,Beirut,Historical,Christianity,5.9,"Markets, Panoramic Views, Local Cuisine, Traditional Dishes"
Attraction 1051,Mount Leban,Historical,None,5.6,"Hiking, Snow Activities, Scenic Views, Vegan Options"
Attraction 1052,Bsharri,Nature,Islam,8.6,"Snow Activities, Ancient Ruins, Street Food, Relaxing"
Attraction 1053,Beirut,Nature,Christianity,5.8,"Vegan Options, Snow Activities, Relaxing"
Attraction 1054,Byblos,Culinary,None,9.2,"Vegan Options, Panoramic Views"
Attraction 1055,Baalbek,Historical,Christianity,8.6,"Snow Activities, Markets"
Attraction 1056,Beirut,Nature,None,9.2,"Local Cuisine, Ancient Ruins"
Attraction 1057,North Leban,Culinary,Christianity,6.5,"Historical Production, Roman Architecture"
Attraction 1058,Mount Leban,Nature,None,6.6,"Workshops, Street Food, Local Cuisine"
Attraction 1059,Byblos,Nature,Christianity,8.4,"Cooking Classes, Traditional Dishes, Cultural Experience, Scenic Views"
Attraction 1060,North Leban,Historical,Islam,5.2,"Panoramic Views, Historical Production"
Attraction 1061,Bsharri,Historical,Christianity,8.6,"Cultural Experience, Religious Sites, Street Food, Hiking"
Attraction 1062,North Leban,Nature,None,9.2,"Snow Activities, Panoramic Views, Cultural Experience, Vegan Options"
Attraction 1063,Sidon,Nature,Christianity,7.1,"Beaches, Panoramic Views, Workshops"
Attraction 1064,Sidon,Historical,Islam,8.8,"Beaches, Traditional Dishes, Local Cuisine"
Attraction 1065,Tyre,Culinary,Christianity,5.9,"Vegan Options, Relaxing"
Attraction 1066,Byblos,Historical,None,6.6,"Cooking Classes, Beaches, Vegan Options, Religious Sites"
Attraction 1067,Bsharri,Nature,None,9.9,"Hiking, Local Cuisine, Beaches, Roman Architecture"
Attraction 1068,Tripoli,Culinary,Islam,9.9,"Historical Production, Panoramic Views, Ancient Ruins"
Attraction 1069,Sidon,Nature,None,7.6,"Relaxing, Vegan Options, Workshops, Roman Architecture"
Attraction 1070,Byblos,Culinary,Christianity,9.7,"Local Cuisine, Relaxing, Markets"
Attraction 1071,Tripoli,Nature,Christianity,7.6,"Relaxing, Religious Sites"
Attraction 1072,Tyre,Culinary,Christianity,6.5,"Local Cuisine, Markets, Hiking, Cultural Experience"
Attraction 1073,North Leban,Culinary,None,6.3,"Relaxing, Markets, Hiking"
Attraction 1074,Sidon,Nature,Christianity,9.6,"Ancient Ruins, Scenic Views, Cooking Classes, Snow Activities"
Attraction 1075,Byblos,Culinary,Christianity,5.9,"Workshops, Historical Production, Relaxing, Snow Activities"
Attraction 1076,Beirut,Historical,Christianity,7.9,"Local Cuisine, Workshops"
Attraction 1077,Tripoli,Nature,Islam,7.8,"Historical Production, Street Food, Panoramic Views, Vegan Options"
Attraction 1078,North Leban,Historical,None,8.7,"Hiking, Snow Activities, Workshops"
Attraction 1079,Sidon,Nature,None,7.5,"Scenic Views, Relaxing"
Attraction 1080,Bsharri,Culinary,None,6.4,"Hiking, Traditional Dishes"
Attraction 1081,Tripoli,Culinary,Islam,5.8,"Snow Activities, Cultural Experience, Scenic Views, Historical Production"
Attraction 1082,Sidon,Culinary,None,8.1,"Street Food, Religious Sites, Traditional Dishes"
Attraction 1083,Tripoli,Nature,Islam,8.6,"Markets, Ancient Ruins"
Attraction 1084,North Leban,Historical,Islam,7.8,"Cultural Experience, Street Food"
Attraction 1085,Sidon,Historical,None,8.7,"Snow Activities, Workshops"
Attraction 1086,Mount Leban,Nature,Christianity,5.7,"Hiking, Markets, Beaches, Street Food"
Attraction 1087,Byblos,Nature,Christianity,9.4,"Panoramic Views, Snow Activities"
Attraction 1088,North Leban,Historical,None,7.9,"Snow Activities, Scenic Views"
Attraction 1089,Tripoli,Historical,None,5.6,"Religious Sites, Historical Production"
Attraction 1090,Bsharri,Historical,Islam,7.3,"Workshops, Panoramic Views"
Attraction 1091,Beirut,Historical,None,9.2,"Street Food, Cultural Experience"
Attraction 1092,Tripoli,Nature,Islam,9.5,"Local Cuisine, Scenic Views"
Attraction 1093,Byblos,Nature,None,6.3,"Hiking, Cultural Experience, Relaxing, Street Food"
Attraction 1094,Sidon,Culinary,Christianity,8.6,"Snow Activities, Scenic Views, Traditional Dishes"
Attraction 1095,Beirut,Historical,Christianity,5.5,"Ancient Ruins, Beaches, Snow Activities, Vegan Options"
Attraction 1096,Baalbek,Culinary,None,5.2,"Cultural Experience, Hiking, Markets, Snow Activities"
Attraction 1097,Tripoli,Nature,Islam,7.8,"Scenic Views, Roman Architecture"
Attraction 1098,Tyre,Nature,Christianity,8.5,"Religious Sites, Scenic Views, Vegan Options"
Attraction 1099,Baalbek,Culinary,Islam,9.0,"Historical Production, Religious Sites"
Attraction 1100,Tripoli,Historical,None,6.7,"Hiking, Panoramic Views, Markets"
Attraction 1101,Mount Leban,Historical,None,5.0,"Roman Architecture, Panoramic Views, Historical Production, Vegan Options"
Attraction 1102,Tyre,Historical,Christianity,7.4,"Ancient Ruins, Panoramic Views"
Attraction 1103,Beirut,Historical,None,5.1,"Workshops, Religious Sites"
Attraction 1104,Bsharri,Culinary,Christianity,5.5,"Beaches, Cooking Classes, Religious Sites"
Attraction 1105,Mount Leban,Culinary,Islam,6.6,"Religious Sites, Vegan Options, Relaxing, Hiking"
Attraction 1106,Baalbek,Nature,Christianity,7.2,"Street Food, Local Cuisine, Vegan Options, Snow Activities"
Attraction 1107,Sidon,Historical,Christianity,6.4,"Scenic Views, Beaches, Ancient Ruins"
Attraction 1108,Byblos,Historical,Islam,7.9,"Cooking Classes, Vegan Options, Snow Activities, Relaxing"
Attraction 1109,Bsharri,Historical,Christianity,5.3,"Ancient Ruins, Cultural Experience, Workshops, Roman Architecture"
Attraction 1110,Mount Leban,Culinary,Christianity,5.7,"Traditional Dishes, Cooking Classes, Workshops"
Attraction 1111,Sidon,Historical,None,8.5,"Workshops, Scenic Views"
Attraction 1112,Sidon,Culinary,Islam,5.7,"Beaches, Workshops, Religious Sites"
Attraction 1113,Tripoli,Historical,Christianity,8.2,"Beaches, Workshops, Hiking, Traditional Dishes"
Attraction 1114,Mount Leban,Historical,Islam,5.3,"Ancient Ruins, Historical Production, Religious Sites, Snow Activities"
Attraction 1115,Beirut,Nature,Islam,7.0,"Scenic Views, Relaxing"
Attraction 1116,Tyre,Historical,Christianity,5.9,"Cooking Classes, Roman Architecture, Panoramic Views"
Attraction 1117,Tyre,Historical,None,5.5,"Snow Activities, Relaxing, Workshops"
Attraction 1118,Baalbek,Nature,Islam,7.8,"Markets, Panoramic Views"
Attraction 1119,Baalbek,Culinary,Christianity,9.6,"Relaxing, Ancient Ruins, Hiking, Vegan Options"
Attraction 1120,Tyre,Culinary,Islam,5.3,"Hiking, Historical Production, Cooking Classes"
Attraction 1121,Beirut,Historical,None,7.1,"Snow Activities, Relaxing, Workshops, Beaches"
Attraction 1122,Byblos,Culinary,None,8.5,"Markets, Workshops, Religious Sites, Scenic Views"
Attraction 1123,North Leban,Historical,None,7.3,"Beaches, Roman Architecture"
Attraction 1124,Byblos,Nature,Christianity,9.0,"Cultural Experience, Historical Production, Beaches"
Attraction 1125,Tripoli,Nature,Christianity,5.9,"Markets, Scenic Views, Snow Activities"
Attraction 1126,North Leban,Historical,None,9.8,"Snow Activities, Hiking"
Attraction 1127,North Leban,Nature,Christianity,6.9,"Religious Sites, Scenic Views"
Attraction 1128,Mount Leban,Nature,None,6.7,"Historical Production, Snow Activities, Markets, Scenic Views"
Attraction 1129,Beirut,Historical,Christianity,9.4,"Street Food, Panoramic Views, Ancient Ruins"
Attraction 1130,Beirut,Historical,None,7.8,"Roman Architecture, Ancient Ruins"
Attraction 1131,North Leban,Nature,Islam,7.6,"Workshops, Beaches, Scenic Views"
Attraction 1132,Mount Leban,Culinary,None,8.6,"Workshops, Snow Activities, Cultural Experience, Street Food"
Attraction 1133,North Leban,Culinary,None,7.9,"Ancient Ruins, Beaches"
Attraction 1134,Bsharri,Historical,Christianity,5.8,"Cultural Experience, Beaches, Traditional Dishes"
Attraction 1135,Baalbek,Historical,Christianity,8.4,"Historical Production, Ancient Ruins, Religious Sites, Scenic Views"
Attraction 1136,Baalbek,Culinary,Christianity,5.7,"Traditional Dishes, Beaches, Vegan Options, Roman Architecture"
Attraction 1137,Byblos,Nature,Christianity,9.0,"Snow Activities, Relaxing"
Attraction 1138,Tripoli,Culinary,Christianity,9.9,"Beaches, Workshops"
Attraction 1139,Baalbek,Culinary,Christianity,6.9,"Local Cuisine, Scenic Views"
Attraction 1140,Sidon,Culinary,Islam,7.2,"Roman Architecture, Local Cuisine"
Attraction 1141,Byblos,Culinary,None,5.2,"Cooking Classes, Local Cuisine"
Attraction 1142,Baalbek,Historical,None,5.1,"Relaxing, Scenic Views"
Attraction 1143,Tripoli,Historical,None,9.6,"Cultural Experience, Roman Architecture, Hiking, Traditional Dishes"
Attraction 1144,Beirut,Nature,Islam,5.6,"Snow Activities, Panoramic Views"
Attraction 1145,Beirut,Nature,None,7.2,"Relaxing, Cooking Classes, Markets, Ancient Ruins"
Attraction 1146,North Leban,Nature,Islam,9.1,"Street Food, Local Cuisine, Historical Production"
Attraction 1147,Bsharri,Nature,Islam,9.4,"Vegan Options, Hiking"
Attraction 1148,Beirut,Culinary,Islam,7.6,"Religious Sites, Relaxing"
Attraction 1149,Mount Leban,Historical,None,7.8,"Traditional Dishes, Religious Sites, Panoramic Views, Hiking"
Attraction 1150,Baalbek,Historical,Islam,8.3,"Cooking Classes, Beaches, Snow Activities"
Attraction 1151,Mount Leban,Nature,None,9.8,"Workshops, Roman Architecture"
Attraction 1152,Tripoli,Nature,None,8.0,"Snow Activities, Relaxing, Markets, Cultural Experience"
Attraction 1153,Beirut,Culinary,Christianity,7.8,"Beaches, Workshops, Religious Sites, Hiking"
Attraction 1154,Bsharri,Culinary,Christianity,5.1,"Cultural Experience, Local Cuisine"
Attraction 1155,Tripoli,Nature,Islam,5.4,"Markets, Cooking Classes"
Attraction 1156,Sidon,Historical,Islam,7.9,"Roman Architecture, Historical Production, Scenic Views, Cooking Classes"
Attraction 1157,Sidon,Historical,None,9.7,"Workshops, Religious Sites"
Attraction 1158,Mount Leban,Historical,Islam,9.3,"Street Food, Traditional Dishes"
Attraction 1159,North Leban,Nature,Islam,9.9,"Religious Sites, Relaxing, Historical Production, Cultural Experience"
Attraction 1160,Byblos,Historical,None,7.6,"Ancient Ruins, Cooking Classes, Snow Activities"
Attraction 1161,North Leban,Culinary,Islam,8.9,"Roman Architecture, Historical Production"
Attraction 1162,North Leban,Culinary,Islam,9.2,"Snow Activities, Roman Architecture, Religious Sites, Cooking Classes"
Attraction 1163,Bsharri,Nature,None,8.2,"Street Food, Religious Sites, Traditional Dishes, Local Cuisine"
Attraction 1164,Beirut,Culinary,None,6.7,"Panoramic Views, Roman Architecture, Markets"
Attraction 1165,Bsharri,Nature,Christianity,7.3,"Panoramic Views, Relaxing, Street Food"
Attraction 1166,Tripoli,Historical,None,9.3,"Vegan Options, Beaches, Traditional Dishes, Cooking Classes"
Attraction 1167,Sidon,Historical,Christianity,6.5,"Cultural Experience, Ancient Ruins, Vegan Options"
Attraction 1168,Bsharri,Historical,Islam,9.6,"Snow Activities, Religious Sites, Panoramic Views, Roman Architecture"
Attraction 1169,Tripoli,Culinary,None,6.1,"Hiking, Cooking Classes"
Attraction 1170,Bsharri,Nature,None,8.7,"Panoramic Views, Street Food, Snow Activities, Cultural Experience"
Attraction 1171,North Leban,Historical,None,8.2,"Hiking, Traditional Dishes, Cultural Experience, Panoramic Views"
Attraction 1172,Baalbek,Nature,Islam,8.7,"Historical Production, Workshops"
Attraction 1173,Mount Leban,Historical,Christianity,7.2,"Hiking, Markets, Street Food, Panoramic Views"
Attraction 1174,Byblos,Culinary,Islam,9.7,"Cultural Experience, Panoramic Views, Vegan Options"
Attraction 1175,Bsharri,Culinary,Islam,8.2,"Religious Sites, Markets, Workshops"
Attraction 1176,Byblos,Nature,None,6.4,"Workshops, Cultural Experience"
Attraction 1177,Tyre,Culinary,Christianity,8.2,"Panoramic Views, Beaches"
Attraction 1178,Bsharri,Culinary,Islam,6.4,"Historical Production, Scenic Views"
Attraction 1179,Baalbek,Nature,None,6.5,"Relaxing, Panoramic Views, Workshops, Vegan Options"
Attraction 1180,Byblos,Historical,Islam,7.0,"Religious Sites, Panoramic Views"
Attraction 1181,Bsharri,Culinary,Islam,9.3,"Scenic Views, Markets, Ancient Ruins"
Attraction 1182,Beirut,Nature,None,7.5,"Panoramic Views, Beaches, Cultural Experience, Local Cuisine"
Attraction 1183,Mount Leban,Culinary,None,8.4,"Panoramic Views, Roman Architecture, Hiking"
Attraction 1184,Baalbek,Culinary,Christianity,7.0,"Snow Activities, Cultural Experience, Street Food, Vegan Options"
Attraction 1185,Byblos,Culinary,Islam,6.3,"Ancient Ruins, Panoramic Views, Religious Sites, Local Cuisine"
Attraction 1186,Baalbek,Culinary,None,9.8,"Street Food, Cooking Classes, Snow Activities, Hiking"
Attraction 1187,Tripoli,Nature,None,8.0,"Hiking, Scenic Views"
Attraction 1188,Mount Leban,Nature,Christianity,9.7,"Vegan Options, Workshops, Hiking"
Attraction 1189,Bsharri,Nature,Christianity,6.0,"Snow Activities, Cultural Experience, Panoramic Views, Vegan Options"
Attraction 1190,Bsharri,Culinary,None,5.7,"Vegan Options, Local Cuisine, Beaches, Cooking Classes"
Attraction 1191,Bsharri,Culinary,Christianity,9.3,"Vegan Options, Hiking, Traditional Dishes"
Attraction 1192,Mount Leban,Culinary,None,8.4,"Markets, Cultural Experience, Snow Activities, Relaxing"
Attraction 1193,Beirut,Nature,Islam,5.9,"Roman Architecture, Relaxing, Street Food"
Attraction 1194,Tyre,Culinary,Christianity,6.3,"Historical Production, Workshops, Hiking, Roman Architecture"
Attraction 1195,Sidon,Historical,Islam,9.0,"Beaches, Snow Activities, Relaxing"
Attraction 1196,North Leban,Culinary,Islam,7.3,"Beaches, Ancient Ruins, Panoramic Views"
Attraction 1197,Byblos,Historical,Islam,8.4,"Snow Activities, Historical Production"
Attraction 1198,Beirut,Culinary,None,6.6,"Workshops, Relaxing, Ancient Ruins"
Attraction 1199,Byblos,Nature,Islam,6.9,"Beaches, Ancient Ruins, Hiking, Street Food"
Attraction 1200,Bsharri,Culinary,Islam,10.0,"Local Cuisine, Panoramic Views"
Attraction 1201,Baalbek,Historical,Islam,6.2,"Cultural Experience, Religious Sites, Ancient Ruins, Historical Production"
Attraction 1202,Byblos,Historical,None,7.5,"Scenic Views, Workshops, Street Food"
Attraction 1203,Bsharri,Culinary,Islam,9.2,"Markets, Cultural Experience"
Attraction 1204,Byblos,Historical,Islam,6.2,"Cultural Experience, Panoramic Views"
Attraction 1205,Baalbek,Historical,Christianity,7.1,"Roman Architecture, Snow Activities"
Attraction 1206,Bsharri,Nature,None,8.1,"Street Food, Workshops"
Attraction 1207,Tyre,Culinary,Islam,7.4,"Workshops, Markets"
Attraction 1208,Beirut,Culinary,Christianity,7.3,"Traditional Dishes, Hiking, Roman Architecture, Workshops"
Attraction 1209,Tripoli,Culinary,None,6.8,"Historical Production, Relaxing, Cooking Classes, Traditional Dishes"
Attraction 1210,North Leban,Historical,None,7.9,"Traditional Dishes, Relaxing, Street Food, Workshops"
Attraction 1211,Mount Leban,Culinary,None,8.1,"Beaches, Local Cuisine, Religious Sites"
